"collection1"
"Symbol.text","Symbol.href","Opinion"
"HFWA","http://www.barchart.com/quotes/stocks/HFWA","96% Buy"
"HGG","http://www.barchart.com/quotes/stocks/HGG","Hold"
"HGR","http://www.barchart.com/quotes/stocks/HGR","56% Sell"
"HHS","http://www.barchart.com/quotes/stocks/HHS","Hold"
"HI","http://www.barchart.com/quotes/stocks/HI","80% Buy"
"HIBB","http://www.barchart.com/quotes/stocks/HIBB","48% Buy"
"HIL","http://www.barchart.com/quotes/stocks/HIL","8% Buy"
"HILL","http://www.barchart.com/quotes/stocks/HILL","88% Buy"
"HIVE","http://www.barchart.com/quotes/stocks/HIVE","32% Sell"
"HIW","http://www.barchart.com/quotes/stocks/HIW","Hold"
"HK","http://www.barchart.com/quotes/stocks/HK","24% Sell"
"HL","http://www.barchart.com/quotes/stocks/HL","8% Buy"
"HLIT","http://www.barchart.com/quotes/stocks/HLIT","48% Buy"
"HLS","http://www.barchart.com/quotes/stocks/HLS","16% Buy"
"HLSS","http://www.barchart.com/quotes/stocks/HLSS","48% Sell"
"HLX","http://www.barchart.com/quotes/stocks/HLX","56% Buy"
"HMHC","http://www.barchart.com/quotes/stocks/HMHC","88% Buy"
"HMN","http://www.barchart.com/quotes/stocks/HMN","72% Buy"
"HMPR","http://www.barchart.com/quotes/stocks/HMPR","Hold"
"HMST","http://www.barchart.com/quotes/stocks/HMST","96% Sell"
"HMSY","http://www.barchart.com/quotes/stocks/HMSY","24% Buy"
"HMTV","http://www.barchart.com/quotes/stocks/HMTV","64% Buy"
"HNH","http://www.barchart.com/quotes/stocks/HNH","56% Buy"
"HNI","http://www.barchart.com/quotes/stocks/HNI","88% Buy"
"HNR","http://www.barchart.com/quotes/stocks/HNR","80% Sell"
"HNRG","http://www.barchart.com/quotes/stocks/HNRG","8% Sell"
"HOMB","http://www.barchart.com/quotes/stocks/HOMB","80% Buy"
"HOS","http://www.barchart.com/quotes/stocks/HOS","32% Sell"
"HOV","http://www.barchart.com/quotes/stocks/HOV","56% Buy"
"HPP","http://www.barchart.com/quotes/stocks/HPP","64% Buy"
"HPTX","http://www.barchart.com/quotes/stocks/HPTX","96% Sell"
"HPY","http://www.barchart.com/quotes/stocks/HPY","64% Buy"
"HR","http://www.barchart.com/quotes/stocks/HR","Hold"
"HRG","http://www.barchart.com/quotes/stocks/HRG","48% Buy"
"HRTG","http://www.barchart.com/quotes/stocks/HRTG","56% Buy"
"HRTX","http://www.barchart.com/quotes/stocks/HRTX","64% Sell"
"HSC","http://www.barchart.com/quotes/stocks/HSC","80% Sell"
"HSII","http://www.barchart.com/quotes/stocks/HSII","48% Sell"
"HSNI","http://www.barchart.com/quotes/stocks/HSNI","96% Buy"
"HSTM","http://www.barchart.com/quotes/stocks/HSTM","80% Buy"
"HT","http://www.barchart.com/quotes/stocks/HT","48% Buy"
"HTBI","http://www.barchart.com/quotes/stocks/HTBI","80% Buy"
"HTBK","http://www.barchart.com/quotes/stocks/HTBK","72% Buy"
"HTH","http://www.barchart.com/quotes/stocks/HTH","Hold"
"HTLD","http://www.barchart.com/quotes/stocks/HTLD","80% Buy"
"HTLF","http://www.barchart.com/quotes/stocks/HTLF","56% Buy"
"HTS","http://www.barchart.com/quotes/stocks/HTS","40% Buy"
"HTWR","http://www.barchart.com/quotes/stocks/HTWR","8% Sell"
"HUBG","http://www.barchart.com/quotes/stocks/HUBG","40% Sell"
"HURC","http://www.barchart.com/quotes/stocks/HURC","80% Buy"
"HURN","http://www.barchart.com/quotes/stocks/HURN","56% Buy"
"HVB","http://www.barchart.com/quotes/stocks/HVB","96% Buy"
"HVT","http://www.barchart.com/quotes/stocks/HVT","64% Sell"
"HW","http://www.barchart.com/quotes/stocks/HW","80% Buy"
"HWAY","http://www.barchart.com/quotes/stocks/HWAY","40% Sell"
"HWCC","http://www.barchart.com/quotes/stocks/HWCC","48% Buy"
"HWKN","http://www.barchart.com/quotes/stocks/HWKN","88% Buy"
"HY","http://www.barchart.com/quotes/stocks/HY","24% Buy"
"HZNP","http://www.barchart.com/quotes/stocks/HZNP","16% Buy"
"HZO","http://www.barchart.com/quotes/stocks/HZO","88% Buy"
"I","http://www.barchart.com/quotes/stocks/I","16% Sell"
"IART","http://www.barchart.com/quotes/stocks/IART","48% Sell"
"IBCP","http://www.barchart.com/quotes/stocks/IBCP","40% Sell"
"IBKC","http://www.barchart.com/quotes/stocks/IBKC","32% Buy"
"IBOC","http://www.barchart.com/quotes/stocks/IBOC","32% Buy"
"IBP","http://www.barchart.com/quotes/stocks/IBP","100% Buy"
"IBTX","http://www.barchart.com/quotes/stocks/IBTX","56% Sell"
"ICEL","http://www.barchart.com/quotes/stocks/ICEL","24% Sell"
"ICFI","http://www.barchart.com/quotes/stocks/ICFI","80% Buy"
"ICON","http://www.barchart.com/quotes/stocks/ICON","56% Sell"
"ICUI","http://www.barchart.com/quotes/stocks/ICUI","100% Buy"
"IDA","http://www.barchart.com/quotes/stocks/IDA","16% Buy"
"IDCC","http://www.barchart.com/quotes/stocks/IDCC","80% Buy"
"IDRA","http://www.barchart.com/quotes/stocks/IDRA","8% Sell"
"IDT","http://www.barchart.com/quotes/stocks/IDT","80% Buy"
"IDTI","http://www.barchart.com/quotes/stocks/IDTI","88% Buy"
"IG","http://www.barchart.com/quotes/stocks/IG","8% Buy"
"IGTE","http://www.barchart.com/quotes/stocks/IGTE","16% Buy"
"IHC","http://www.barchart.com/quotes/stocks/IHC","Hold"
"III","http://www.barchart.com/quotes/stocks/III","32% Buy"
"IIIN","http://www.barchart.com/quotes/stocks/IIIN","88% Buy"
"IILG","http://www.barchart.com/quotes/stocks/IILG","80% Buy"
"IIVI","http://www.barchart.com/quotes/stocks/IIVI","8% Buy"
"IL","http://www.barchart.com/quotes/stocks/IL","100% Buy"
"IMGN","http://www.barchart.com/quotes/stocks/IMGN","32% Sell"
"IMKTA","http://www.barchart.com/quotes/stocks/IMKTA","80% Buy"
"IMMR","http://www.barchart.com/quotes/stocks/IMMR","Hold"
"IMMU","http://www.barchart.com/quotes/stocks/IMMU","40% Buy"
"IMPV","http://www.barchart.com/quotes/stocks/IMPV","96% Buy"
"INAP","http://www.barchart.com/quotes/stocks/INAP","88% Buy"
"INDB","http://www.barchart.com/quotes/stocks/INDB","88% Buy"
"INFI","http://www.barchart.com/quotes/stocks/INFI","64% Buy"
"INFN","http://www.barchart.com/quotes/stocks/INFN","48% Buy"
"INGN","http://www.barchart.com/quotes/stocks/INGN","88% Buy"
"ININ","http://www.barchart.com/quotes/stocks/ININ","48% Buy"
"INN","http://www.barchart.com/quotes/stocks/INN","24% Buy"
"INO","http://www.barchart.com/quotes/stocks/INO","24% Buy"
"INSM","http://www.barchart.com/quotes/stocks/INSM","64% Sell"
"INSY","http://www.barchart.com/quotes/stocks/INSY","40% Buy"
"INTL","http://www.barchart.com/quotes/stocks/INTL","8% Buy"
"INVN","http://www.barchart.com/quotes/stocks/INVN","96% Sell"
"INWK","http://www.barchart.com/quotes/stocks/INWK","64% Sell"
"IO","http://www.barchart.com/quotes/stocks/IO","16% Sell"
"IOSP","http://www.barchart.com/quotes/stocks/IOSP","80% Buy"
"IPAR","http://www.barchart.com/quotes/stocks/IPAR","32% Sell"
"IPCC","http://www.barchart.com/quotes/stocks/IPCC","88% Buy"
"IPCM","http://www.barchart.com/quotes/stocks/IPCM","80% Sell"
"IPHI","http://www.barchart.com/quotes/stocks/IPHI","40% Sell"
"IPHS","http://www.barchart.com/quotes/stocks/IPHS","56% Sell"
"IPI","http://www.barchart.com/quotes/stocks/IPI","32% Sell"
"IPXL","http://www.barchart.com/quotes/stocks/IPXL","48% Buy"
"IQNT","http://www.barchart.com/quotes/stocks/IQNT","96% Buy"
"IRBT","http://www.barchart.com/quotes/stocks/IRBT","56% Buy"
"IRC","http://www.barchart.com/quotes/stocks/IRC","48% Buy"
"IRDM","http://www.barchart.com/quotes/stocks/IRDM","88% Buy"
"IRET","http://www.barchart.com/quotes/stocks/IRET","Hold"
"IRF","http://www.barchart.com/quotes/stocks/IRF","96% Buy"
"IRG","http://www.barchart.com/quotes/stocks/IRG","16% Sell"
"IRWD","http://www.barchart.com/quotes/stocks/IRWD","16% Sell"
"ISBC","http://www.barchart.com/quotes/stocks/ISBC","56% Buy"
"ISCA","http://www.barchart.com/quotes/stocks/ISCA","24% Buy"
"ISH","http://www.barchart.com/quotes/stocks/ISH","72% Sell"
"ISIL","http://www.barchart.com/quotes/stocks/ISIL","80% Sell"
"ISIS","http://www.barchart.com/quotes/stocks/ISIS","96% Buy"
"ISLE","http://www.barchart.com/quotes/stocks/ISLE","64% Sell"
"ISRL","http://www.barchart.com/quotes/stocks/ISRL","96% Buy"
"ISSI","http://www.barchart.com/quotes/stocks/ISSI","24% Sell"
"ITCI","http://www.barchart.com/quotes/stocks/ITCI","24% Buy"
"ITG","http://www.barchart.com/quotes/stocks/ITG","72% Buy"
"ITRI","http://www.barchart.com/quotes/stocks/ITRI","24% Buy"
"IVAC","http://www.barchart.com/quotes/stocks/IVAC","80% Buy"
"IVC","http://www.barchart.com/quotes/stocks/IVC","80% Buy"
"IVR","http://www.barchart.com/quotes/stocks/IVR","72% Sell"
"IXYS","http://www.barchart.com/quotes/stocks/IXYS","56% Buy"
"JACK","http://www.barchart.com/quotes/stocks/JACK","40% Buy"
"JAKK","http://www.barchart.com/quotes/stocks/JAKK","32% Sell"
"JBLU","http://www.barchart.com/quotes/stocks/JBLU","64% Buy"
"JBSS","http://www.barchart.com/quotes/stocks/JBSS","96% Buy"
"JBT","http://www.barchart.com/quotes/stocks/JBT","96% Buy"
"JCOM","http://www.barchart.com/quotes/stocks/JCOM","96% Buy"
"JGW","http://www.barchart.com/quotes/stocks/JGW","100% Sell"
"JIVE","http://www.barchart.com/quotes/stocks/JIVE","64% Buy"
"JJSF","http://www.barchart.com/quotes/stocks/JJSF","88% Buy"
"JMBA","http://www.barchart.com/quotes/stocks/JMBA","56% Sell"
"JNS","http://www.barchart.com/quotes/stocks/JNS","40% Buy"
"JOE","http://www.barchart.com/quotes/stocks/JOE","88% Sell"
"JONE","http://www.barchart.com/quotes/stocks/JONE","8% Sell"
"JOUT","http://www.barchart.com/quotes/stocks/JOUT","80% Buy"
"JRN","http://www.barchart.com/quotes/stocks/JRN","56% Buy"
"KAI","http://www.barchart.com/quotes/stocks/KAI","56% Buy"
"KALU","http://www.barchart.com/quotes/stocks/KALU","16% Sell"
"KAMN","http://www.barchart.com/quotes/stocks/KAMN","8% Buy"
"KBALB","http://www.barchart.com/quotes/stocks/KBALB","80% Buy"
"KBH","http://www.barchart.com/quotes/stocks/KBH","56% Buy"
"KCG","http://www.barchart.com/quotes/stocks/KCG","8% Buy"
"KCLI","http://www.barchart.com/quotes/stocks/KCLI","16% Buy"
"KEG","http://www.barchart.com/quotes/stocks/KEG","88% Sell"
"KELYA","http://www.barchart.com/quotes/stocks/KELYA","80% Sell"
"KEM","http://www.barchart.com/quotes/stocks/KEM","56% Sell"
"KERX","http://www.barchart.com/quotes/stocks/KERX","40% Sell"
"KEYW","http://www.barchart.com/quotes/stocks/KEYW","16% Sell"
"KFRC","http://www.barchart.com/quotes/stocks/KFRC","96% Buy"
"KFX","http://www.barchart.com/quotes/stocks/KFX","16% Sell"
"KFY","http://www.barchart.com/quotes/stocks/KFY","32% Sell"
"KIN","http://www.barchart.com/quotes/stocks/KIN","72% Sell"
"KIRK","http://www.barchart.com/quotes/stocks/KIRK","64% Buy"
"KKD","http://www.barchart.com/quotes/stocks/KKD","96% Buy"
"KMG","http://www.barchart.com/quotes/stocks/KMG","80% Buy"
"KMPR","http://www.barchart.com/quotes/stocks/KMPR","32% Buy"
"KND","http://www.barchart.com/quotes/stocks/KND","64% Sell"
"KNL","http://www.barchart.com/quotes/stocks/KNL","16% Buy"
"KNX","http://www.barchart.com/quotes/stocks/KNX","96% Buy"
"KODK","http://www.barchart.com/quotes/stocks/KODK","8% Sell"
"KOG","http://www.barchart.com/quotes/stocks/KOG","72% Sell"
"KOP","http://www.barchart.com/quotes/stocks/KOP","80% Sell"
"KOPN","http://www.barchart.com/quotes/stocks/KOPN","8% Sell"
"KPTI","http://www.barchart.com/quotes/stocks/KPTI","48% Buy"
"KRA","http://www.barchart.com/quotes/stocks/KRA","16% Sell"
"KRG","http://www.barchart.com/quotes/stocks/KRG","32% Buy"
"KRNY","http://www.barchart.com/quotes/stocks/KRNY","56% Buy"
"KRO","http://www.barchart.com/quotes/stocks/KRO","24% Sell"
"KS","http://www.barchart.com/quotes/stocks/KS","24% Buy"
"KTOS","http://www.barchart.com/quotes/stocks/KTOS","96% Sell"
"KTWO","http://www.barchart.com/quotes/stocks/KTWO","72% Buy"
"KVHI","http://www.barchart.com/quotes/stocks/KVHI","48% Buy"
"KW","http://www.barchart.com/quotes/stocks/KW","16% Buy"
"KWK","http://www.barchart.com/quotes/stocks/KWK","8% Sell"
"KWR","http://www.barchart.com/quotes/stocks/KWR","72% Buy"
"KYTH","http://www.barchart.com/quotes/stocks/KYTH","8% Sell"
"LABL","http://www.barchart.com/quotes/stocks/LABL","100% Buy"
"LAD","http://www.barchart.com/quotes/stocks/LAD","24% Sell"
"LADR","http://www.barchart.com/quotes/stocks/LADR","16% Buy"
"LANC","http://www.barchart.com/quotes/stocks/LANC","72% Buy"
"LAYN","http://www.barchart.com/quotes/stocks/LAYN","56% Sell"
"LBAI","http://www.barchart.com/quotes/stocks/LBAI","96% Buy"
"LBMH","http://www.barchart.com/quotes/stocks/LBMH","24% Sell"
"LBY","http://www.barchart.com/quotes/stocks/LBY","96% Buy"
"LCI","http://www.barchart.com/quotes/stocks/LCI","8% Buy"
"LCUT","http://www.barchart.com/quotes/stocks/LCUT","32% Sell"
"LDL","http://www.barchart.com/quotes/stocks/LDL","24% Buy"
"LDR","http://www.barchart.com/quotes/stocks/LDR","Hold"
"LDRH","http://www.barchart.com/quotes/stocks/LDRH","96% Buy"
"LE","http://www.barchart.com/quotes/stocks/LE","64% Buy"
"LEAF","http://www.barchart.com/quotes/stocks/LEAF","40% Buy"
"LEE","http://www.barchart.com/quotes/stocks/LEE","72% Sell"
"LF","http://www.barchart.com/quotes/stocks/LF","40% Sell"
"LFUS","http://www.barchart.com/quotes/stocks/LFUS","48% Buy"
"LG","http://www.barchart.com/quotes/stocks/LG","16% Buy"
"LGIH","http://www.barchart.com/quotes/stocks/LGIH","72% Sell"
"LGND","http://www.barchart.com/quotes/stocks/LGND","80% Buy"
"LHCG","http://www.barchart.com/quotes/stocks/LHCG","16% Buy"
"LHO","http://www.barchart.com/quotes/stocks/LHO","64% Buy"
"LION","http://www.barchart.com/quotes/stocks/LION","96% Buy"
"LIOX","http://www.barchart.com/quotes/stocks/LIOX","64% Buy"
"LKFN","http://www.barchart.com/quotes/stocks/LKFN","56% Buy"
"LL","http://www.barchart.com/quotes/stocks/LL","16% Sell"
"LLNW","http://www.barchart.com/quotes/stocks/LLNW","64% Buy"
"LMIA","http://www.barchart.com/quotes/stocks/LMIA","64% Buy"
"LMNR","http://www.barchart.com/quotes/stocks/LMNR","96% Buy"
"LMNX","http://www.barchart.com/quotes/stocks/LMNX","56% Sell"
"LMOS","http://www.barchart.com/quotes/stocks/LMOS","56% Buy"
"LNCE","http://www.barchart.com/quotes/stocks/LNCE","72% Buy"
"LNDC","http://www.barchart.com/quotes/stocks/LNDC","80% Buy"
"LNN","http://www.barchart.com/quotes/stocks/LNN","Hold"
"LOCK","http://www.barchart.com/quotes/stocks/LOCK","96% Buy"
"LOGM","http://www.barchart.com/quotes/stocks/LOGM","96% Buy"
"LOPE","http://www.barchart.com/quotes/stocks/LOPE","64% Buy"
"LORL","http://www.barchart.com/quotes/stocks/LORL","32% Buy"
"LPG","http://www.barchart.com/quotes/stocks/LPG","16% Sell"
"LPSN","http://www.barchart.com/quotes/stocks/LPSN","56% Buy"
"LPX","http://www.barchart.com/quotes/stocks/LPX","40% Buy"
"LQ","http://www.barchart.com/quotes/stocks/LQ","80% Buy"
"LQDT","http://www.barchart.com/quotes/stocks/LQDT","40% Sell"
"LRN","http://www.barchart.com/quotes/stocks/LRN","72% Sell"
"LSCC","http://www.barchart.com/quotes/stocks/LSCC","48% Sell"
"LTC","http://www.barchart.com/quotes/stocks/LTC","32% Buy"
"LTM","http://www.barchart.com/quotes/stocks/LTM","56% Buy"
"LTS","http://www.barchart.com/quotes/stocks/LTS","16% Sell"
"LWAY","http://www.barchart.com/quotes/stocks/LWAY","96% Buy"
"LXFT","http://www.barchart.com/quotes/stocks/LXFT","100% Buy"
"LXP","http://www.barchart.com/quotes/stocks/LXP","32% Buy"
"LXRX","http://www.barchart.com/quotes/stocks/LXRX","64% Sell"
"LXU","http://www.barchart.com/quotes/stocks/LXU","80% Sell"
"LYTS","http://www.barchart.com/quotes/stocks/LYTS","40% Buy"
"LZB","http://www.barchart.com/quotes/stocks/LZB","56% Buy"
"MACK","http://www.barchart.com/quotes/stocks/MACK","24% Buy"
"MANH","http://www.barchart.com/quotes/stocks/MANH","56% Buy"
"MANT","http://www.barchart.com/quotes/stocks/MANT","80% Buy"
"MASI","http://www.barchart.com/quotes/stocks/MASI","80% Buy"
"MATW","http://www.barchart.com/quotes/stocks/MATW","96% Buy"
"MATX","http://www.barchart.com/quotes/stocks/MATX","88% Buy"
"MBFI","http://www.barchart.com/quotes/stocks/MBFI","88% Buy"
"MBII","http://www.barchart.com/quotes/stocks/MBII","16% Buy"
"MBUU","http://www.barchart.com/quotes/stocks/MBUU","40% Sell"
"MBVT","http://www.barchart.com/quotes/stocks/MBVT","24% Sell"
"MBWM","http://www.barchart.com/quotes/stocks/MBWM","40% Buy"
"MC","http://www.barchart.com/quotes/stocks/MC","40% Buy"
"MCBC","http://www.barchart.com/quotes/stocks/MCBC","32% Buy"
"MCF","http://www.barchart.com/quotes/stocks/MCF","32% Buy"
"MCHX","http://www.barchart.com/quotes/stocks/MCHX","96% Sell"
"MCP","http://www.barchart.com/quotes/stocks/MCP","72% Sell"
"MCRI","http://www.barchart.com/quotes/stocks/MCRI","96% Buy"
"MCRL","http://www.barchart.com/quotes/stocks/MCRL","72% Buy"
"MCS","http://www.barchart.com/quotes/stocks/MCS","Hold"
"MDAS","http://www.barchart.com/quotes/stocks/MDAS","56% Sell"
"MDC","http://www.barchart.com/quotes/stocks/MDC","64% Sell"
"MDCA","http://www.barchart.com/quotes/stocks/MDCA","24% Sell"
"MDCO","http://www.barchart.com/quotes/stocks/MDCO","8% Buy"
"MDP","http://www.barchart.com/quotes/stocks/MDP","48% Buy"
"MDR","http://www.barchart.com/quotes/stocks/MDR","16% Sell"
"MDSO","http://www.barchart.com/quotes/stocks/MDSO","48% Sell"
"MDXG","http://www.barchart.com/quotes/stocks/MDXG","88% Buy"
"MED","http://www.barchart.com/quotes/stocks/MED","56% Sell"
"MEG","http://www.barchart.com/quotes/stocks/MEG","32% Buy"
"MEI","http://www.barchart.com/quotes/stocks/MEI","32% Buy"
"MENT","http://www.barchart.com/quotes/stocks/MENT","56% Buy"
"METR","http://www.barchart.com/quotes/stocks/METR","80% Buy"
"MFLX","http://www.barchart.com/quotes/stocks/MFLX","64% Buy"
"MFRM","http://www.barchart.com/quotes/stocks/MFRM","100% Buy"
"MG","http://www.barchart.com/quotes/stocks/MG","24% Sell"
"MGAM","http://www.barchart.com/quotes/stocks/MGAM","40% Buy"
"MGEE","http://www.barchart.com/quotes/stocks/MGEE","56% Buy"
"MGI","http://www.barchart.com/quotes/stocks/MGI","80% Sell"
"MGLN","http://www.barchart.com/quotes/stocks/MGLN","72% Buy"
"MGNX","http://www.barchart.com/quotes/stocks/MGNX","80% Buy"
"MGRC","http://www.barchart.com/quotes/stocks/MGRC","72% Buy"
"MHGC","http://www.barchart.com/quotes/stocks/MHGC","56% Buy"
"MHLD","http://www.barchart.com/quotes/stocks/MHLD","80% Buy"
"MHO","http://www.barchart.com/quotes/stocks/MHO","40% Buy"
"MHR","http://www.barchart.com/quotes/stocks/MHR","32% Sell"
"MIG","http://www.barchart.com/quotes/stocks/MIG","48% Sell"
"MILL","http://www.barchart.com/quotes/stocks/MILL","80% Sell"
"MIND","http://www.barchart.com/quotes/stocks/MIND","96% Sell"
"MINI","http://www.barchart.com/quotes/stocks/MINI","80% Buy"
"MITT","http://www.barchart.com/quotes/stocks/MITT","40% Buy"
"MKSI","http://www.barchart.com/quotes/stocks/MKSI","80% Buy"
"MKTO","http://www.barchart.com/quotes/stocks/MKTO","56% Buy"
"MKTX","http://www.barchart.com/quotes/stocks/MKTX","88% Buy"
"MLAB","http://www.barchart.com/quotes/stocks/MLAB","24% Buy"
"MLHR","http://www.barchart.com/quotes/stocks/MLHR","72% Buy"
"MLI","http://www.barchart.com/quotes/stocks/MLI","64% Buy"
"MLNK","http://www.barchart.com/quotes/stocks/MLNK","24% Sell"
"MLR","http://www.barchart.com/quotes/stocks/MLR","32% Sell"
"MM","http://www.barchart.com/quotes/stocks/MM","32% Sell"
"MMI","http://www.barchart.com/quotes/stocks/MMI","48% Buy"
"MMS","http://www.barchart.com/quotes/stocks/MMS","96% Buy"
"MMSI","http://www.barchart.com/quotes/stocks/MMSI","64% Buy"
"MN","http://www.barchart.com/quotes/stocks/MN","80% Sell"
"MNI","http://www.barchart.com/quotes/stocks/MNI","56% Sell"
"MNKD","http://www.barchart.com/quotes/stocks/MNKD","16% Buy"
"MNR","http://www.barchart.com/quotes/stocks/MNR","16% Buy"
"MNRO","http://www.barchart.com/quotes/stocks/MNRO","32% Buy"
"MNTA","http://www.barchart.com/quotes/stocks/MNTA","64% Sell"
"MNTX","http://www.barchart.com/quotes/stocks/MNTX","8% Sell"
"MOD","http://www.barchart.com/quotes/stocks/MOD","8% Buy"
"MODN","http://www.barchart.com/quotes/stocks/MODN","88% Buy"
"MOFG","http://www.barchart.com/quotes/stocks/MOFG","88% Buy"
"MOG.A","http://www.barchart.com/quotes/stocks/MOG.A","32% Buy"
"MOH","http://www.barchart.com/quotes/stocks/MOH","88% Buy"
"MOV","http://www.barchart.com/quotes/stocks/MOV","80% Sell"
"MOVE","http://www.barchart.com/quotes/stocks/MOVE","72% Buy"
"MPAA","http://www.barchart.com/quotes/stocks/MPAA","96% Buy"
"MPO","http://www.barchart.com/quotes/stocks/MPO","40% Sell"
"MPW","http://www.barchart.com/quotes/stocks/MPW","24% Buy"
"MPWR","http://www.barchart.com/quotes/stocks/MPWR","16% Buy"
"MPX","http://www.barchart.com/quotes/stocks/MPX","40% Sell"
"MRCY","http://www.barchart.com/quotes/stocks/MRCY","64% Buy"
"MRGE","http://www.barchart.com/quotes/stocks/MRGE","96% Buy"
"MRH","http://www.barchart.com/quotes/stocks/MRH","16% Buy"
"MRIN","http://www.barchart.com/quotes/stocks/MRIN","56% Buy"
"MRLN","http://www.barchart.com/quotes/stocks/MRLN","16% Buy"
"MRTN","http://www.barchart.com/quotes/stocks/MRTN","80% Buy"
"MRTX","http://www.barchart.com/quotes/stocks/MRTX","100% Sell"
"MSA","http://www.barchart.com/quotes/stocks/MSA","56% Buy"
"MSCC","http://www.barchart.com/quotes/stocks/MSCC","64% Buy"
"MSEX","http://www.barchart.com/quotes/stocks/MSEX","16% Buy"
"MSFG","http://www.barchart.com/quotes/stocks/MSFG","96% Buy"
"MSL","http://www.barchart.com/quotes/stocks/MSL","32% Sell"
"MSO","http://www.barchart.com/quotes/stocks/MSO","8% Sell"
"MSTR","http://www.barchart.com/quotes/stocks/MSTR","100% Buy"
"MTDR","http://www.barchart.com/quotes/stocks/MTDR","56% Sell"
"MTG","http://www.barchart.com/quotes/stocks/MTG","64% Buy"
"MTGE","http://www.barchart.com/quotes/stocks/MTGE","16% Sell"
"MTH","http://www.barchart.com/quotes/stocks/MTH","40% Buy"
"MTN","http://www.barchart.com/quotes/stocks/MTN","72% Buy"
"MTOR","http://www.barchart.com/quotes/stocks/MTOR","72% Buy"
"MTRN","http://www.barchart.com/quotes/stocks/MTRN","40% Buy"
"MTRX","http://www.barchart.com/quotes/stocks/MTRX","48% Sell"
"MTSC","http://www.barchart.com/quotes/stocks/MTSC","40% Sell"
"MTSI","http://www.barchart.com/quotes/stocks/MTSI","48% Buy"
"MTX","http://www.barchart.com/quotes/stocks/MTX","80% Buy"
"MTZ","http://www.barchart.com/quotes/stocks/MTZ","88% Sell"
"MVNR","http://www.barchart.com/quotes/stocks/MVNR","16% Buy"
"MW","http://www.barchart.com/quotes/stocks/MW","8% Sell"
"MWA","http://www.barchart.com/quotes/stocks/MWA","48% Buy"
"MWIV","http://www.barchart.com/quotes/stocks/MWIV","8% Buy"
"MWW","http://www.barchart.com/quotes/stocks/MWW","16% Sell"
"MXL","http://www.barchart.com/quotes/stocks/MXL","Hold"
"MXWL","http://www.barchart.com/quotes/stocks/MXWL","48% Buy"
"MYCC","http://www.barchart.com/quotes/stocks/MYCC","72% Buy"
"MYE","http://www.barchart.com/quotes/stocks/MYE","80% Sell"
"MYRG","http://www.barchart.com/quotes/stocks/MYRG","72% Buy"
"NADL","http://www.barchart.com/quotes/stocks/NADL","100% Sell"
"NANO","http://www.barchart.com/quotes/stocks/NANO","8% Buy"
"NASB","http://www.barchart.com/quotes/stocks/NASB","24% Buy"
"NAT","http://www.barchart.com/quotes/stocks/NAT","8% Buy"
"NATH","http://www.barchart.com/quotes/stocks/NATH","96% Buy"
"NATL","http://www.barchart.com/quotes/stocks/NATL","48% Buy"
"NATR","http://www.barchart.com/quotes/stocks/NATR","8% Buy"
"NAVB","http://www.barchart.com/quotes/stocks/NAVB","88% Sell"
"NAVG","http://www.barchart.com/quotes/stocks/NAVG","88% Buy"
"NBBC","http://www.barchart.com/quotes/stocks/NBBC","64% Buy"
"NBCB","http://www.barchart.com/quotes/stocks/NBCB","88% Buy"
"NBHC","http://www.barchart.com/quotes/stocks/NBHC","8% Buy"
"NBIX","http://www.barchart.com/quotes/stocks/NBIX","96% Buy"
"NBS","http://www.barchart.com/quotes/stocks/NBS","56% Buy"
"NBTB","http://www.barchart.com/quotes/stocks/NBTB","72% Buy"
"NC","http://www.barchart.com/quotes/stocks/NC","72% Buy"
"NCFT","http://www.barchart.com/quotes/stocks/NCFT","80% Buy"
"NCI","http://www.barchart.com/quotes/stocks/NCI","Hold"
"NCMI","http://www.barchart.com/quotes/stocks/NCMI","56% Sell"
"NCS","http://www.barchart.com/quotes/stocks/NCS","40% Sell"
"NDLS","http://www.barchart.com/quotes/stocks/NDLS","24% Buy"
"NEOG","http://www.barchart.com/quotes/stocks/NEOG","16% Buy"
"NES","http://www.barchart.com/quotes/stocks/NES","72% Sell"
"NEWM","http://www.barchart.com/quotes/stocks/NEWM","88% Buy"
"NEWP","http://www.barchart.com/quotes/stocks/NEWP","24% Buy"
"NEWS","http://www.barchart.com/quotes/stocks/NEWS","16% Buy"
"NFBK","http://www.barchart.com/quotes/stocks/NFBK","72% Buy"
"NGHC","http://www.barchart.com/quotes/stocks/NGHC","8% Buy"
"NGS","http://www.barchart.com/quotes/stocks/NGS","40% Buy"
"NGVC","http://www.barchart.com/quotes/stocks/NGVC","48% Buy"
"NHC","http://www.barchart.com/quotes/stocks/NHC","40% Buy"
"NHI","http://www.barchart.com/quotes/stocks/NHI","32% Buy"
"NICK","http://www.barchart.com/quotes/stocks/NICK","56% Buy"
"NILE","http://www.barchart.com/quotes/stocks/NILE","96% Buy"
"NJR","http://www.barchart.com/quotes/stocks/NJR","32% Buy"
"NKSH","http://www.barchart.com/quotes/stocks/NKSH","16% Buy"
"NKTR","http://www.barchart.com/quotes/stocks/NKTR","72% Buy"
"NL","http://www.barchart.com/quotes/stocks/NL","16% Buy"
"NLNK","http://www.barchart.com/quotes/stocks/NLNK","16% Buy"
"NLS","http://www.barchart.com/quotes/stocks/NLS","72% Buy"
