"collection1"
"Symbol.text","Symbol.href","Opinion"
"CPWR","http://www.barchart.com/quotes/stocks/CPWR","24% Buy"
"CQB","http://www.barchart.com/quotes/stocks/CQB","72% Buy"
"CRAI","http://www.barchart.com/quotes/stocks/CRAI","88% Buy"
"CRAY","http://www.barchart.com/quotes/stocks/CRAY","88% Buy"
"CRCM","http://www.barchart.com/quotes/stocks/CRCM","32% Buy"
"CRD.B","http://www.barchart.com/quotes/stocks/CRD.B","40% Sell"
"CRK","http://www.barchart.com/quotes/stocks/CRK","16% Sell"
"CRMT","http://www.barchart.com/quotes/stocks/CRMT","64% Buy"
"CROX","http://www.barchart.com/quotes/stocks/CROX","Hold"
"CRR","http://www.barchart.com/quotes/stocks/CRR","72% Sell"
"CRRS","http://www.barchart.com/quotes/stocks/CRRS","40% Sell"
"CRUS","http://www.barchart.com/quotes/stocks/CRUS","96% Sell"
"CRVL","http://www.barchart.com/quotes/stocks/CRVL","16% Sell"
"CRWN","http://www.barchart.com/quotes/stocks/CRWN","Hold"
"CRY","http://www.barchart.com/quotes/stocks/CRY","72% Sell"
"CRZO","http://www.barchart.com/quotes/stocks/CRZO","Hold"
"CSBK","http://www.barchart.com/quotes/stocks/CSBK","16% Buy"
"CSCD","http://www.barchart.com/quotes/stocks/CSCD","80% Buy"
"CSFL","http://www.barchart.com/quotes/stocks/CSFL","64% Buy"
"CSG","http://www.barchart.com/quotes/stocks/CSG","8% Buy"
"CSGS","http://www.barchart.com/quotes/stocks/CSGS","56% Sell"
"CSH","http://www.barchart.com/quotes/stocks/CSH","72% Sell"
"CSII","http://www.barchart.com/quotes/stocks/CSII","16% Buy"
"CSLT","http://www.barchart.com/quotes/stocks/CSLT","72% Sell"
"CSOD","http://www.barchart.com/quotes/stocks/CSOD","88% Sell"
"CSS","http://www.barchart.com/quotes/stocks/CSS","96% Buy"
"CSU","http://www.barchart.com/quotes/stocks/CSU","40% Buy"
"CSV","http://www.barchart.com/quotes/stocks/CSV","72% Buy"
"CTB","http://www.barchart.com/quotes/stocks/CTB","56% Buy"
"CTBI","http://www.barchart.com/quotes/stocks/CTBI","88% Buy"
"CTCT","http://www.barchart.com/quotes/stocks/CTCT","48% Buy"
"CTG","http://www.barchart.com/quotes/stocks/CTG","16% Sell"
"CTIC","http://www.barchart.com/quotes/stocks/CTIC","96% Sell"
"CTO","http://www.barchart.com/quotes/stocks/CTO","88% Buy"
"CTRE","http://www.barchart.com/quotes/stocks/CTRE","32% Buy"
"CTRL","http://www.barchart.com/quotes/stocks/CTRL","16% Buy"
"CTRN","http://www.barchart.com/quotes/stocks/CTRN","56% Buy"
"CTS","http://www.barchart.com/quotes/stocks/CTS","56% Buy"
"CTT","http://www.barchart.com/quotes/stocks/CTT","48% Sell"
"CTWS","http://www.barchart.com/quotes/stocks/CTWS","56% Buy"
"CUB","http://www.barchart.com/quotes/stocks/CUB","8% Sell"
"CUBE","http://www.barchart.com/quotes/stocks/CUBE","56% Buy"
"CUBI","http://www.barchart.com/quotes/stocks/CUBI","16% Sell"
"CUDA","http://www.barchart.com/quotes/stocks/CUDA","88% Buy"
"CUI","http://www.barchart.com/quotes/stocks/CUI","40% Sell"
"CUNB","http://www.barchart.com/quotes/stocks/CUNB","24% Buy"
"CUR","http://www.barchart.com/quotes/stocks/CUR","24% Sell"
"CUZ","http://www.barchart.com/quotes/stocks/CUZ","40% Sell"
"CVBF","http://www.barchart.com/quotes/stocks/CVBF","56% Buy"
"CVCO","http://www.barchart.com/quotes/stocks/CVCO","48% Buy"
"CVEO","http://www.barchart.com/quotes/stocks/CVEO","72% Sell"
"CVG","http://www.barchart.com/quotes/stocks/CVG","80% Buy"
"CVGI","http://www.barchart.com/quotes/stocks/CVGI","24% Sell"
"CVGW","http://www.barchart.com/quotes/stocks/CVGW","8% Buy"
"CVLT","http://www.barchart.com/quotes/stocks/CVLT","8% Buy"
"CVO","http://www.barchart.com/quotes/stocks/CVO","88% Sell"
"CVT","http://www.barchart.com/quotes/stocks/CVT","48% Buy"
"CW","http://www.barchart.com/quotes/stocks/CW","80% Buy"
"CWEI","http://www.barchart.com/quotes/stocks/CWEI","24% Sell"
"CWST","http://www.barchart.com/quotes/stocks/CWST","24% Sell"
"CWT","http://www.barchart.com/quotes/stocks/CWT","16% Buy"
"CY","http://www.barchart.com/quotes/stocks/CY","8% Sell"
"CYBX","http://www.barchart.com/quotes/stocks/CYBX","24% Buy"
"CYNI","http://www.barchart.com/quotes/stocks/CYNI","72% Sell"
"CYNO","http://www.barchart.com/quotes/stocks/CYNO","96% Buy"
"CYS","http://www.barchart.com/quotes/stocks/CYS","72% Buy"
"CYTK","http://www.barchart.com/quotes/stocks/CYTK","32% Buy"
"CYTR","http://www.barchart.com/quotes/stocks/CYTR","8% Sell"
"CYTX","http://www.barchart.com/quotes/stocks/CYTX","56% Sell"
"CZNC","http://www.barchart.com/quotes/stocks/CZNC","80% Buy"
"CZR","http://www.barchart.com/quotes/stocks/CZR","72% Buy"
"DAKT","http://www.barchart.com/quotes/stocks/DAKT","80% Buy"
"DAN","http://www.barchart.com/quotes/stocks/DAN","8% Buy"
"DAR","http://www.barchart.com/quotes/stocks/DAR","16% Buy"
"DAVE","http://www.barchart.com/quotes/stocks/DAVE","40% Sell"
"DCO","http://www.barchart.com/quotes/stocks/DCO","96% Sell"
"DCOM","http://www.barchart.com/quotes/stocks/DCOM","64% Buy"
"DCT","http://www.barchart.com/quotes/stocks/DCT","Hold"
"DEL","http://www.barchart.com/quotes/stocks/DEL","8% Sell"
"DENN","http://www.barchart.com/quotes/stocks/DENN","88% Buy"
"DEPO","http://www.barchart.com/quotes/stocks/DEPO","48% Buy"
"DEST","http://www.barchart.com/quotes/stocks/DEST","24% Sell"
"DF","http://www.barchart.com/quotes/stocks/DF","64% Buy"
"DFRG","http://www.barchart.com/quotes/stocks/DFRG","32% Buy"
"DFT","http://www.barchart.com/quotes/stocks/DFT","88% Buy"
"DGI","http://www.barchart.com/quotes/stocks/DGI","48% Sell"
"DGICA","http://www.barchart.com/quotes/stocks/DGICA","32% Sell"
"DGII","http://www.barchart.com/quotes/stocks/DGII","64% Sell"
"DHIL","http://www.barchart.com/quotes/stocks/DHIL","64% Buy"
"DHT","http://www.barchart.com/quotes/stocks/DHT","48% Sell"
"DHX","http://www.barchart.com/quotes/stocks/DHX","96% Buy"
"DIN","http://www.barchart.com/quotes/stocks/DIN","96% Buy"
"DIOD","http://www.barchart.com/quotes/stocks/DIOD","24% Buy"
"DJCO","http://www.barchart.com/quotes/stocks/DJCO","80% Buy"
"DK","http://www.barchart.com/quotes/stocks/DK","64% Sell"
"DLX","http://www.barchart.com/quotes/stocks/DLX","32% Buy"
"DMD","http://www.barchart.com/quotes/stocks/DMD","100% Sell"
"DMND","http://www.barchart.com/quotes/stocks/DMND","88% Buy"
"DMRC","http://www.barchart.com/quotes/stocks/DMRC","16% Buy"
"DNDN","http://www.barchart.com/quotes/stocks/DNDN","96% Sell"
"DOC","http://www.barchart.com/quotes/stocks/DOC","96% Buy"
"DOOR","http://www.barchart.com/quotes/stocks/DOOR","48% Sell"
"DORM","http://www.barchart.com/quotes/stocks/DORM","72% Buy"
"DRH","http://www.barchart.com/quotes/stocks/DRH","64% Buy"
"DRII","http://www.barchart.com/quotes/stocks/DRII","72% Buy"
"DRIV","http://www.barchart.com/quotes/stocks/DRIV","64% Buy"
"DRNA","http://www.barchart.com/quotes/stocks/DRNA","40% Sell"
"DRTX","http://www.barchart.com/quotes/stocks/DRTX","32% Buy"
"DSCI","http://www.barchart.com/quotes/stocks/DSCI","64% Sell"
"DSPG","http://www.barchart.com/quotes/stocks/DSPG","100% Buy"
"DTLK","http://www.barchart.com/quotes/stocks/DTLK","56% Buy"
"DTSI","http://www.barchart.com/quotes/stocks/DTSI","96% Buy"
"DVAX","http://www.barchart.com/quotes/stocks/DVAX","24% Sell"
"DW","http://www.barchart.com/quotes/stocks/DW","80% Buy"
"DWRE","http://www.barchart.com/quotes/stocks/DWRE","72% Buy"
"DWSN","http://www.barchart.com/quotes/stocks/DWSN","64% Sell"
"DX","http://www.barchart.com/quotes/stocks/DX","40% Buy"
"DXCM","http://www.barchart.com/quotes/stocks/DXCM","96% Buy"
"DXLG","http://www.barchart.com/quotes/stocks/DXLG","32% Sell"
"DXM","http://www.barchart.com/quotes/stocks/DXM","16% Sell"
"DXPE","http://www.barchart.com/quotes/stocks/DXPE","24% Sell"
"DXYN","http://www.barchart.com/quotes/stocks/DXYN","100% Sell"
"DY","http://www.barchart.com/quotes/stocks/DY","80% Sell"
"DYAX","http://www.barchart.com/quotes/stocks/DYAX","72% Buy"
"DYN","http://www.barchart.com/quotes/stocks/DYN","80% Buy"
"EAC","http://www.barchart.com/quotes/stocks/EAC","100% Sell"
"EBF","http://www.barchart.com/quotes/stocks/EBF","8% Buy"
"EBIO","http://www.barchart.com/quotes/stocks/EBIO","8% Sell"
"EBIX","http://www.barchart.com/quotes/stocks/EBIX","96% Buy"
"EBS","http://www.barchart.com/quotes/stocks/EBS","80% Buy"
"EBSB","http://www.barchart.com/quotes/stocks/EBSB","56% Buy"
"EBTC","http://www.barchart.com/quotes/stocks/EBTC","80% Buy"
"ECHO","http://www.barchart.com/quotes/stocks/ECHO","88% Buy"
"ECOL","http://www.barchart.com/quotes/stocks/ECOL","72% Sell"
"ECOM","http://www.barchart.com/quotes/stocks/ECOM","48% Buy"
"ECPG","http://www.barchart.com/quotes/stocks/ECPG","48% Buy"
"ECYT","http://www.barchart.com/quotes/stocks/ECYT","Hold"
"EDE","http://www.barchart.com/quotes/stocks/EDE","40% Buy"
"EDMC","http://www.barchart.com/quotes/stocks/EDMC","96% Sell"
"EDR","http://www.barchart.com/quotes/stocks/EDR","56% Buy"
"EE","http://www.barchart.com/quotes/stocks/EE","16% Sell"
"EEFT","http://www.barchart.com/quotes/stocks/EEFT","80% Buy"
"EFII","http://www.barchart.com/quotes/stocks/EFII","40% Buy"
"EFSC","http://www.barchart.com/quotes/stocks/EFSC","80% Buy"
"EGBN","http://www.barchart.com/quotes/stocks/EGBN","32% Buy"
"EGHT","http://www.barchart.com/quotes/stocks/EGHT","72% Buy"
"EGL","http://www.barchart.com/quotes/stocks/EGL","72% Buy"
"EGLT","http://www.barchart.com/quotes/stocks/EGLT","64% Sell"
"EGOV","http://www.barchart.com/quotes/stocks/EGOV","16% Buy"
"EGP","http://www.barchart.com/quotes/stocks/EGP","16% Buy"
"EGY","http://www.barchart.com/quotes/stocks/EGY","56% Sell"
"EHTH","http://www.barchart.com/quotes/stocks/EHTH","16% Sell"
"EIG","http://www.barchart.com/quotes/stocks/EIG","24% Buy"
"EIGI","http://www.barchart.com/quotes/stocks/EIGI","8% Sell"
"ELGX","http://www.barchart.com/quotes/stocks/ELGX","24% Sell"
"ELLI","http://www.barchart.com/quotes/stocks/ELLI","88% Buy"
"ELNK","http://www.barchart.com/quotes/stocks/ELNK","32% Buy"
"ELRC","http://www.barchart.com/quotes/stocks/ELRC","16% Buy"
"ELX","http://www.barchart.com/quotes/stocks/ELX","Hold"
"ELY","http://www.barchart.com/quotes/stocks/ELY","48% Buy"
"EMCI","http://www.barchart.com/quotes/stocks/EMCI","Hold"
"EME","http://www.barchart.com/quotes/stocks/EME","64% Buy"
"ENOC","http://www.barchart.com/quotes/stocks/ENOC","32% Sell"
"ENPH","http://www.barchart.com/quotes/stocks/ENPH","48% Sell"
"ENS","http://www.barchart.com/quotes/stocks/ENS","8% Sell"
"ENSG","http://www.barchart.com/quotes/stocks/ENSG","96% Buy"
"ENT","http://www.barchart.com/quotes/stocks/ENT","80% Buy"
"ENTA","http://www.barchart.com/quotes/stocks/ENTA","56% Buy"
"ENTG","http://www.barchart.com/quotes/stocks/ENTG","56% Buy"
"ENTR","http://www.barchart.com/quotes/stocks/ENTR","8% Buy"
"ENV","http://www.barchart.com/quotes/stocks/ENV","80% Buy"
"ENZ","http://www.barchart.com/quotes/stocks/ENZ","88% Sell"
"EOPN","http://www.barchart.com/quotes/stocks/EOPN","8% Sell"
"EOX","http://www.barchart.com/quotes/stocks/EOX","72% Sell"
"EPAM","http://www.barchart.com/quotes/stocks/EPAM","96% Buy"
"EPAY","http://www.barchart.com/quotes/stocks/EPAY","72% Sell"
"EPIQ","http://www.barchart.com/quotes/stocks/EPIQ","8% Sell"
"EPM","http://www.barchart.com/quotes/stocks/EPM","64% Sell"
"EPR","http://www.barchart.com/quotes/stocks/EPR","32% Buy"
"EPZM","http://www.barchart.com/quotes/stocks/EPZM","88% Sell"
"EQY","http://www.barchart.com/quotes/stocks/EQY","56% Buy"
"ERA","http://www.barchart.com/quotes/stocks/ERA","40% Buy"
"ERII","http://www.barchart.com/quotes/stocks/ERII","24% Buy"
"EROS","http://www.barchart.com/quotes/stocks/EROS","100% Buy"
"ESBF","http://www.barchart.com/quotes/stocks/ESBF","88% Buy"
"ESCA","http://www.barchart.com/quotes/stocks/ESCA","32% Buy"
"ESE","http://www.barchart.com/quotes/stocks/ESE","32% Buy"
"ESGR","http://www.barchart.com/quotes/stocks/ESGR","16% Buy"
"ESI","http://www.barchart.com/quotes/stocks/ESI","40% Buy"
"ESIO","http://www.barchart.com/quotes/stocks/ESIO","72% Buy"
"ESL","http://www.barchart.com/quotes/stocks/ESL","48% Buy"
"ESNT","http://www.barchart.com/quotes/stocks/ESNT","72% Buy"
"ESPR","http://www.barchart.com/quotes/stocks/ESPR","80% Buy"
"ESRT","http://www.barchart.com/quotes/stocks/ESRT","48% Buy"
"ETH","http://www.barchart.com/quotes/stocks/ETH","64% Buy"
"ETM","http://www.barchart.com/quotes/stocks/ETM","56% Buy"
"EVC","http://www.barchart.com/quotes/stocks/EVC","88% Buy"
"EVDY","http://www.barchart.com/quotes/stocks/EVDY","16% Buy"
"EVER","http://www.barchart.com/quotes/stocks/EVER","40% Buy"
"EVR","http://www.barchart.com/quotes/stocks/EVR","24% Buy"
"EVTC","http://www.barchart.com/quotes/stocks/EVTC","64% Sell"
"EXAC","http://www.barchart.com/quotes/stocks/EXAC","24% Sell"
"EXAM","http://www.barchart.com/quotes/stocks/EXAM","64% Buy"
"EXAR","http://www.barchart.com/quotes/stocks/EXAR","64% Sell"
"EXAS","http://www.barchart.com/quotes/stocks/EXAS","56% Buy"
"EXEL","http://www.barchart.com/quotes/stocks/EXEL","16% Buy"
"EXH","http://www.barchart.com/quotes/stocks/EXH","96% Sell"
"EXL","http://www.barchart.com/quotes/stocks/EXL","16% Buy"
"EXLS","http://www.barchart.com/quotes/stocks/EXLS","48% Buy"
"EXPO","http://www.barchart.com/quotes/stocks/EXPO","80% Buy"
"EXPR","http://www.barchart.com/quotes/stocks/EXPR","40% Sell"
"EXTR","http://www.barchart.com/quotes/stocks/EXTR","24% Sell"
"EXXI","http://www.barchart.com/quotes/stocks/EXXI","72% Sell"
"EZPW","http://www.barchart.com/quotes/stocks/EZPW","64% Buy"
"FAF","http://www.barchart.com/quotes/stocks/FAF","96% Buy"
"FANG","http://www.barchart.com/quotes/stocks/FANG","40% Sell"
"FARM","http://www.barchart.com/quotes/stocks/FARM","48% Buy"
"FARO","http://www.barchart.com/quotes/stocks/FARO","56% Buy"
"FBC","http://www.barchart.com/quotes/stocks/FBC","32% Sell"
"FBIZ","http://www.barchart.com/quotes/stocks/FBIZ","8% Sell"
"FBNC","http://www.barchart.com/quotes/stocks/FBNC","Hold"
"FBNK","http://www.barchart.com/quotes/stocks/FBNK","8% Buy"
"FBP","http://www.barchart.com/quotes/stocks/FBP","32% Sell"
"FBRC","http://www.barchart.com/quotes/stocks/FBRC","24% Sell"
"FC","http://www.barchart.com/quotes/stocks/FC","80% Buy"
"FCBC","http://www.barchart.com/quotes/stocks/FCBC","48% Buy"
"FCEL","http://www.barchart.com/quotes/stocks/FCEL","72% Sell"
"FCF","http://www.barchart.com/quotes/stocks/FCF","72% Buy"
"FCFS","http://www.barchart.com/quotes/stocks/FCFS","Hold"
"FCH","http://www.barchart.com/quotes/stocks/FCH","Hold"
"FCN","http://www.barchart.com/quotes/stocks/FCN","56% Buy"
"FCNCA","http://www.barchart.com/quotes/stocks/FCNCA","24% Buy"
"FCS","http://www.barchart.com/quotes/stocks/FCS","Hold"
"FDEF","http://www.barchart.com/quotes/stocks/FDEF","56% Buy"
"FDML","http://www.barchart.com/quotes/stocks/FDML","24% Sell"
"FDP","http://www.barchart.com/quotes/stocks/FDP","72% Buy"
"FEIC","http://www.barchart.com/quotes/stocks/FEIC","Hold"
"FELE","http://www.barchart.com/quotes/stocks/FELE","24% Sell"
"FET","http://www.barchart.com/quotes/stocks/FET","40% Sell"
"FF","http://www.barchart.com/quotes/stocks/FF","56% Sell"
"FFBC","http://www.barchart.com/quotes/stocks/FFBC","48% Buy"
"FFG","http://www.barchart.com/quotes/stocks/FFG","88% Buy"
"FFIC","http://www.barchart.com/quotes/stocks/FFIC","72% Buy"
"FFIN","http://www.barchart.com/quotes/stocks/FFIN","72% Buy"
"FFNW","http://www.barchart.com/quotes/stocks/FFNW","32% Buy"
"FGL","http://www.barchart.com/quotes/stocks/FGL","56% Buy"
"FHCO","http://www.barchart.com/quotes/stocks/FHCO","8% Buy"
"FIBK","http://www.barchart.com/quotes/stocks/FIBK","80% Buy"
"FICO","http://www.barchart.com/quotes/stocks/FICO","80% Buy"
"FINL","http://www.barchart.com/quotes/stocks/FINL","48% Buy"
"FISI","http://www.barchart.com/quotes/stocks/FISI","64% Buy"
"FIVE","http://www.barchart.com/quotes/stocks/FIVE","88% Buy"
"FIVN","http://www.barchart.com/quotes/stocks/FIVN","16% Sell"
"FIX","http://www.barchart.com/quotes/stocks/FIX","8% Buy"
"FIZZ","http://www.barchart.com/quotes/stocks/FIZZ","96% Buy"
"FLDM","http://www.barchart.com/quotes/stocks/FLDM","80% Buy"
"FLIC","http://www.barchart.com/quotes/stocks/FLIC","64% Buy"
"FLTX","http://www.barchart.com/quotes/stocks/FLTX","56% Buy"
"FLWS","http://www.barchart.com/quotes/stocks/FLWS","96% Buy"
"FLXN","http://www.barchart.com/quotes/stocks/FLXN","40% Buy"
"FLXS","http://www.barchart.com/quotes/stocks/FLXS","Hold"
"FMBI","http://www.barchart.com/quotes/stocks/FMBI","48% Buy"
"FMER","http://www.barchart.com/quotes/stocks/FMER","80% Buy"
"FMI","http://www.barchart.com/quotes/stocks/FMI","24% Buy"
"FN","http://www.barchart.com/quotes/stocks/FN","64% Buy"
"FNB","http://www.barchart.com/quotes/stocks/FNB","72% Buy"
"FNGN","http://www.barchart.com/quotes/stocks/FNGN","64% Sell"
"FNHC","http://www.barchart.com/quotes/stocks/FNHC","32% Sell"
"FNLC","http://www.barchart.com/quotes/stocks/FNLC","80% Buy"
"FNSR","http://www.barchart.com/quotes/stocks/FNSR","48% Sell"
"FOE","http://www.barchart.com/quotes/stocks/FOE","40% Sell"
"FOR","http://www.barchart.com/quotes/stocks/FOR","40% Sell"
"FORM","http://www.barchart.com/quotes/stocks/FORM","88% Buy"
"FORR","http://www.barchart.com/quotes/stocks/FORR","32% Buy"
"FOXF","http://www.barchart.com/quotes/stocks/FOXF","64% Sell"
"FPO","http://www.barchart.com/quotes/stocks/FPO","48% Sell"
"FPRX","http://www.barchart.com/quotes/stocks/FPRX","80% Buy"
"FR","http://www.barchart.com/quotes/stocks/FR","24% Buy"
"FRAN","http://www.barchart.com/quotes/stocks/FRAN","32% Sell"
"FRBK","http://www.barchart.com/quotes/stocks/FRBK","40% Sell"
"FRED","http://www.barchart.com/quotes/stocks/FRED","64% Buy"
"FRGI","http://www.barchart.com/quotes/stocks/FRGI","72% Buy"
"FRM","http://www.barchart.com/quotes/stocks/FRM","96% Sell"
"FRME","http://www.barchart.com/quotes/stocks/FRME","64% Buy"
"FRNK","http://www.barchart.com/quotes/stocks/FRNK","40% Buy"
"FRO","http://www.barchart.com/quotes/stocks/FRO","56% Sell"
"FRP","http://www.barchart.com/quotes/stocks/FRP","Hold"
"FRSH","http://www.barchart.com/quotes/stocks/FRSH","48% Sell"
"FSP","http://www.barchart.com/quotes/stocks/FSP","Hold"
"FSS","http://www.barchart.com/quotes/stocks/FSS","80% Buy"
"FST","http://www.barchart.com/quotes/stocks/FST","32% Sell"
"FSTR","http://www.barchart.com/quotes/stocks/FSTR","24% Buy"
"FSYS","http://www.barchart.com/quotes/stocks/FSYS","56% Buy"
"FTD","http://www.barchart.com/quotes/stocks/FTD","96% Buy"
"FTK","http://www.barchart.com/quotes/stocks/FTK","56% Sell"
"FUEL","http://www.barchart.com/quotes/stocks/FUEL","48% Buy"
"FUL","http://www.barchart.com/quotes/stocks/FUL","32% Buy"
"FUR","http://www.barchart.com/quotes/stocks/FUR","96% Buy"
"FVE","http://www.barchart.com/quotes/stocks/FVE","24% Buy"
"FWM","http://www.barchart.com/quotes/stocks/FWM","96% Sell"
"FWRD","http://www.barchart.com/quotes/stocks/FWRD","96% Buy"
"FXCB","http://www.barchart.com/quotes/stocks/FXCB","40% Buy"
"FXCM","http://www.barchart.com/quotes/stocks/FXCM","72% Buy"
"FXEN","http://www.barchart.com/quotes/stocks/FXEN","88% Sell"
"GABC","http://www.barchart.com/quotes/stocks/GABC","56% Buy"
"GAIA","http://www.barchart.com/quotes/stocks/GAIA","8% Buy"
"GALE","http://www.barchart.com/quotes/stocks/GALE","64% Sell"
"GALT","http://www.barchart.com/quotes/stocks/GALT","72% Sell"
"GB","http://www.barchart.com/quotes/stocks/GB","72% Buy"
"GBCI","http://www.barchart.com/quotes/stocks/GBCI","56% Buy"
"GBL","http://www.barchart.com/quotes/stocks/GBL","72% Buy"
"GBLI","http://www.barchart.com/quotes/stocks/GBLI","32% Buy"
"GBNK","http://www.barchart.com/quotes/stocks/GBNK","80% Buy"
"GBX","http://www.barchart.com/quotes/stocks/GBX","16% Sell"
"GCA","http://www.barchart.com/quotes/stocks/GCA","Hold"
"GCAP","http://www.barchart.com/quotes/stocks/GCAP","88% Buy"
"GCO","http://www.barchart.com/quotes/stocks/GCO","56% Buy"
"GDOT","http://www.barchart.com/quotes/stocks/GDOT","16% Buy"
"GDP","http://www.barchart.com/quotes/stocks/GDP","32% Sell"
"GEO","http://www.barchart.com/quotes/stocks/GEO","48% Buy"
"GEOS","http://www.barchart.com/quotes/stocks/GEOS","16% Sell"
"GERN","http://www.barchart.com/quotes/stocks/GERN","64% Buy"
"GES","http://www.barchart.com/quotes/stocks/GES","16% Sell"
"GEVA","http://www.barchart.com/quotes/stocks/GEVA","16% Buy"
"GFF","http://www.barchart.com/quotes/stocks/GFF","88% Buy"
"GFIG","http://www.barchart.com/quotes/stocks/GFIG","40% Sell"
"GFN","http://www.barchart.com/quotes/stocks/GFN","64% Buy"
"GHDX","http://www.barchart.com/quotes/stocks/GHDX","24% Sell"
"GHL","http://www.barchart.com/quotes/stocks/GHL","16% Sell"
"GHM","http://www.barchart.com/quotes/stocks/GHM","80% Buy"
"GIFI","http://www.barchart.com/quotes/stocks/GIFI","80% Buy"
"GIII","http://www.barchart.com/quotes/stocks/GIII","48% Buy"
"GIMO","http://www.barchart.com/quotes/stocks/GIMO","64% Buy"
"GK","http://www.barchart.com/quotes/stocks/GK","88% Buy"
"GLDD","http://www.barchart.com/quotes/stocks/GLDD","56% Buy"
"GLF","http://www.barchart.com/quotes/stocks/GLF","40% Sell"
"GLOG","http://www.barchart.com/quotes/stocks/GLOG","72% Sell"
"GLPW","http://www.barchart.com/quotes/stocks/GLPW","40% Sell"
"GLRE","http://www.barchart.com/quotes/stocks/GLRE","72% Sell"
"GLRI","http://www.barchart.com/quotes/stocks/GLRI","88% Sell"
"GLT","http://www.barchart.com/quotes/stocks/GLT","80% Buy"
"GLUU","http://www.barchart.com/quotes/stocks/GLUU","80% Sell"
"GMED","http://www.barchart.com/quotes/stocks/GMED","64% Buy"
"GNCA","http://www.barchart.com/quotes/stocks/GNCA","40% Sell"
"GNCMA","http://www.barchart.com/quotes/stocks/GNCMA","96% Buy"
"GNMK","http://www.barchart.com/quotes/stocks/GNMK","40% Buy"
"GNRC","http://www.barchart.com/quotes/stocks/GNRC","48% Sell"
"GOGO","http://www.barchart.com/quotes/stocks/GOGO","48% Buy"
"GOOD","http://www.barchart.com/quotes/stocks/GOOD","16% Sell"
"GORO","http://www.barchart.com/quotes/stocks/GORO","88% Sell"
"GOV","http://www.barchart.com/quotes/stocks/GOV","Hold"
"GPI","http://www.barchart.com/quotes/stocks/GPI","72% Buy"
"GPK","http://www.barchart.com/quotes/stocks/GPK","48% Sell"
"GPRE","http://www.barchart.com/quotes/stocks/GPRE","48% Sell"
"GPT","http://www.barchart.com/quotes/stocks/GPT","40% Sell"
"GPX","http://www.barchart.com/quotes/stocks/GPX","80% Buy"
"GRC","http://www.barchart.com/quotes/stocks/GRC","40% Buy"
"GRT","http://www.barchart.com/quotes/stocks/GRT","80% Buy"
"GRUB","http://www.barchart.com/quotes/stocks/GRUB","88% Sell"
"GSAT","http://www.barchart.com/quotes/stocks/GSAT","16% Buy"
"GSBC","http://www.barchart.com/quotes/stocks/GSBC","96% Buy"
"GSIG","http://www.barchart.com/quotes/stocks/GSIG","16% Buy"
"GSM","http://www.barchart.com/quotes/stocks/GSM","64% Sell"
"GSOL","http://www.barchart.com/quotes/stocks/GSOL","8% Sell"
"GST","http://www.barchart.com/quotes/stocks/GST","56% Sell"
"GTI","http://www.barchart.com/quotes/stocks/GTI","80% Sell"
"GTIV","http://www.barchart.com/quotes/stocks/GTIV","32% Buy"
"GTLS","http://www.barchart.com/quotes/stocks/GTLS","72% Sell"
"GTN","http://www.barchart.com/quotes/stocks/GTN","56% Buy"
"GTS","http://www.barchart.com/quotes/stocks/GTS","88% Buy"
"GTT","http://www.barchart.com/quotes/stocks/GTT","56% Buy"
"GTY","http://www.barchart.com/quotes/stocks/GTY","16% Sell"
"GUID","http://www.barchart.com/quotes/stocks/GUID","96% Sell"
"GVA","http://www.barchart.com/quotes/stocks/GVA","72% Buy"
"GWRE","http://www.barchart.com/quotes/stocks/GWRE","88% Buy"
"GY","http://www.barchart.com/quotes/stocks/GY","56% Sell"
"HA","http://www.barchart.com/quotes/stocks/HA","64% Buy"
"HAE","http://www.barchart.com/quotes/stocks/HAE","56% Buy"
"HAFC","http://www.barchart.com/quotes/stocks/HAFC","56% Buy"
"HALL","http://www.barchart.com/quotes/stocks/HALL","72% Buy"
"HALO","http://www.barchart.com/quotes/stocks/HALO","100% Sell"
"HASI","http://www.barchart.com/quotes/stocks/HASI","48% Sell"
"HAWK","http://www.barchart.com/quotes/stocks/HAWK","88% Buy"
"HAYN","http://www.barchart.com/quotes/stocks/HAYN","16% Sell"
"HBHC","http://www.barchart.com/quotes/stocks/HBHC","48% Buy"
"HBNC","http://www.barchart.com/quotes/stocks/HBNC","64% Buy"
"HCCI","http://www.barchart.com/quotes/stocks/HCCI","Hold"
"HCI","http://www.barchart.com/quotes/stocks/HCI","16% Sell"
"HCKT","http://www.barchart.com/quotes/stocks/HCKT","96% Buy"
"HCOM","http://www.barchart.com/quotes/stocks/HCOM","Hold"
"HCSG","http://www.barchart.com/quotes/stocks/HCSG","56% Buy"
"HCT","http://www.barchart.com/quotes/stocks/HCT","24% Buy"
"HEAR","http://www.barchart.com/quotes/stocks/HEAR","96% Sell"
"HEES","http://www.barchart.com/quotes/stocks/HEES","80% Sell"
"HEI","http://www.barchart.com/quotes/stocks/HEI","32% Buy"
"HELE","http://www.barchart.com/quotes/stocks/HELE","64% Buy"
"HELI","http://www.barchart.com/quotes/stocks/HELI","8% Sell"
"HEOP","http://www.barchart.com/quotes/stocks/HEOP","16% Buy"
"HERO","http://www.barchart.com/quotes/stocks/HERO","64% Sell"
"HF","http://www.barchart.com/quotes/stocks/HF","64% Buy"
